Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Active Leeds,Supplies & Services?,Bought in Professional Services,25077,27/03/2026,2603-12298,0.00,160.00,R,Kirstin Webb,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Active Leeds,Supplies & Services?,Bought in Professional Services,25077,13/03/2026,2603-12299,0.00,1050.00,R,Kirsty Midgley,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/03/2026,2603-12300,0.00,21284.12,R,Kisimul Group Ltd (Salisbury House),No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Sheltered Accommodation,51500,25/03/2026,2603-12301,0.00,19166.84,R,Kisimul St Marys Road,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Commercial Services ,Supplies and Services,Operational Materials,205,25/02/2026,2603-12302,0.00,75.00,R,Kitching Plant Hire,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-12303,0.00,168.00,R,Kitching Plant Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-12304,0.00,1300.00,R,Kitching Plant Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/03/2026,2603-12305,0.00,210.00,R,Kitching Plant Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care ,Supplies and Services,Operational Materials,205,18/02/2026,2603-12306,0.00,18.33,R,Kitty Cafe Leeds,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care ,Supplies and Services,Food & Drink,231,18/02/2026,2603-12307,0.00,6.17,R,Kitty Cafe Leeds,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care ,Supplies and Services,Food & Drink,231,21/02/2026,2603-12308,0.00,13.33,R,Kitty Cafe Leeds,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care ,Supplies and Services,Food & Drink,231,21/02/2026,2603-12309,0.00,13.25,R,Kitty Cafe Leeds,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Strategic Housing Partnership & Support,Premises?,Minor Adaptations,13012,12/03/2026,2603-12310,0.00,1942.09,R,KJ Retail Fit-Outs LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Environmental Health,Supplies & Services?,Bought in Professional Services,25077,27/03/2026,2603-12311,0.00,256.34,R,KLIPSPRINGER,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,HCAIT Other,51902,25/03/2026,2603-12312,0.00,205.84,R,Kloays Care,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care - HCAIT,51401,25/03/2026,2603-12313,0.00,1209.31,R,Kloays Care,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Shared Services,Supplies & Services?,Direct Materials,22007,27/03/2026,2603-12314,0.00,295.00,R,Kloeckner Metals UK,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Shared Services,Supplies & Services?,Operational Materials,22005,27/03/2026,2603-12315,0.00,2961.00,R,Kloeckner Metals UK,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Supplies & Services?,Other Hired & Contracted Services,25065,02/03/2026,2603-12316,0.00,72.22,R,KMB Storage Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Home Care,51400,06/03/2026,2603-12317,0.00,79.44,R,KMB Storage Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Supplies & Services?,Other Hired & Contracted Services,25065,30/03/2026,2603-12318,0.00,72.22,R,KMB Storage Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-12319,0.00,180.00,R,KME Headingley Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-12320,0.00,10387.80,R,KME Headingley Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-12321,0.00,46.80,R,KME Headingley Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-12322,0.00,29376.81,R,KME Headingley Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-12323,0.00,75.60,R,KME Headingley Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-12324,0.00,86.40,R,KME Headingley Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-12325,0.00,2425.50,R,KME Headingley Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Nursing Homes,51600,25/03/2026,2603-12326,0.00,1693.72,R,Knowles Court Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/03/2026,2603-12327,0.00,3064.04,R,Knowles Court Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Waste Management,Supplies & Services?,Operational Furniture & Equipment,21003,19/03/2026,2603-12328,0.00,62.95,R,KNOWSTHORPE GATE HWRC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Supplies & Services?,Operational Materials,22005,26/03/2026,2603-12329,0.00,78715.57,R,KOMPAN LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,25/03/2026,2603-12330,0.00,16095.40,R,KONE PLC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Elections, Licensing & Registration",Supplies & Services?,Printing,24017,19/03/2026,2603-12331,0.00,211.74,R,Konica Minolta Business Solutions (Uk),No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Integrated Digital Service,Supplies & Services?,Computer Software and Equipment,21010,04/03/2026,2603-12332,0.00,22500.00,R,KPMG LLP Fees,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Integrated Digital Service,Supplies & Services?,Computer Software and Equipment,21010,17/03/2026,2603-12333,0.00,22500.00,R,KPMG LLP Fees,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Supplies & Services?,Operational Materials,22005,04/03/2026,2603-12334,0.00,39342.12,R,Krinkels UK Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,"Climate, Energy & Greenspaces",Supplies & Services?,Operational Materials,22005,04/03/2026,2603-12335,0.00,102403.00,R,Krinkels UK Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,,Highways & Transportation,Premises?,Highways Maintenance,13033,27/03/2026,2603-12336,0.00,2490.00,R,Krinkels UK Limited,No
