,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB: 2025/26 are interim figures,,,
,2010-11,,,,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,2022-23,,,,2023-24,,,,2024-25,,,,2025-26,,,
Site,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e
ARCHIVE - Council Offices - Blenheim Centre,"711,924","494,712","217,212","131,685","591,424","408,010","183,414","109,440","25,094","25,126",-31.97,"4,648",0.33,0.33,0,0.0607332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Chapeltown and Harehills Neighbourhood Housing Office,"64,244","38,638","25,606","11,883","32,975","16,659","16,316","6,103","2,555","8,491","-5,936",480.2135001,"-10,449","-9,500",-949.85,"-1,924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - ENEHL - 45 Glensdale Terrace,"15,327","14,291","1,036","2,835","9,257","4,657","4,600","1,713","22,193","22,193",0,"4,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Environmental Health - Asbestos Advice Office - 16 Rombalds Terrace,"2,495",0,"2,495",461.50015,"8,260","3,759","4,501","1,529","2,411","2,411",0,446.5709436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Environmental Health - Millshaw Park Way,"108,859","62,349","46,510","20,136","119,981","73,756","46,225","22,204","115,582","73,945","41,637","21,358","96,066","57,931","38,135","17,716","88,264","46,251","42,013","16,304","86,796","51,592","35,204","15,994","93,267","56,482","36,786","17,167","74,787","33,420","41,367","13,765","86,183","48,848","37,335","15,837","87,388","48,766","38,622","16,050","84,946","46,525","38,422","15,592","81,174","45,865","35,309","14,846","43,234","40,636","2,598","7,893",45.46,45.46,0,8.315948984,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Greystones - Leeds Crisis Centre,"181,549","100,134","81,415","33,581","113,190","89,708","23,482","20,942","14,934","14,934",0,"2,766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Harehills Jobshop - 241 Roundhay Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Headingley Annexe,"46,470","24,779","21,691","8,596","18,914",-951,"19,865","3,503","-37,715","-37,718",2.73,"-6,985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Housing Leeds - Westfield House,"85,773","60,805","24,968","15,865","39,910","22,324","17,586","7,386","41,362","21,216","20,146","7,637","46,655","28,858","17,798","8,603","33,597","18,215","15,382","6,207","14,562","13,299","1,263","2,685","8,016","7,080",935.29,"1,475","2,745","2,745",0,505.5909241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Jobs and Skills Job Shop - 21 Penny Hill Centre,"69,646","44,900","24,746","12,882","34,623","10,481","24,142","6,410","58,421","24,915","33,506","10,781","-6,163","-6,163",0,"-1,134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Leonardo Building,"341,659","163,214","178,445","63,197","284,290","140,056","144,234","52,620","355,073","191,804","163,268","65,572","338,578","210,618","127,959","62,431","286,897","142,638","144,258","52,993","303,014","157,879","145,135","55,825","321,755","183,355","138,400","59,225","282,584","133,252","149,332","52,011","48,303","48,303",0,"8,886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Library Headquarters,"79,135","38,741","40,394","14,638","58,551","34,913","23,638","10,836","84,948","37,574","47,374","15,678","63,937","37,246","26,692","11,792","65,758","28,651","37,107","12,144","70,708","49,585","21,122","13,032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Marketing Leeds - 53 The Calls,"18,579","11,015","7,564","3,437","47,208","32,909","14,299","8,735","10,505","10,505",0,"1,946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Meadowhurst House Annexe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Merrion House,0,0,0,0,"662,867",0,"662,867","122,770","2,087,716","1,064,662","1,023,054","385,469","1,827,169","944,966","882,203","337,095","1,824,629","967,149","857,480","337,059","48,307","48,307",0,"8,910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Round Foundry Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"189,026","90,041","98,984","34,913","249,211","138,545","110,666","45,917","303,482","175,731","127,751","55,861","288,818","139,855","148,963","53,159","287,069","162,444","124,625","52,753","305,216","175,093","130,123","56,057","359,889","231,001","128,888","66,081","116,703","116,703",0,"21,375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Shannon House- Leeds Anti-Social Behaviour Team,"37,007","18,364","18,643","6,845","29,714","16,599","13,115","5,499","33,572","13,684","19,889","6,195","31,257","20,231","11,027","5,763","17,869","11,728","6,141","3,302","6,531",736.31,"5,795","1,202","17,831","17,844",-12.44,"3,281","23,312","16,860","6,452","4,292","31,896","20,503","11,393","5,862","31,845","20,894","10,952","5,848","9,121","9,121",0,"1,677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Shire View,0,0,0,0,"80,902",0,"80,902","14,984","349,648","203,464","146,184","64,587","333,423","191,981","141,442","61,495","359,920","221,350","138,570","66,503","334,279","197,707","136,572","61,596","333,444","185,962","147,481","61,377","308,104","157,375","150,729","56,711","261,477","170,988","90,489","48,061","330,793","207,775","123,018","60,748","157,757","157,757",0,"29,007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - South Point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Supported Living Scheme - Winrose Project Office,"19,859","16,905","2,954","3,673","6,838","6,838",0,"1,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Team Leaders Office - 22 Cranmer Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - Thoresby House,"479,338","210,586","268,752","88,663","292,804","148,225","144,579","54,195","417,139","205,679","211,460","77,011","350,432","178,020","172,413","64,654","347,885","173,720","174,165","64,258","326,323","160,468","165,855","60,115","491,675","282,924","208,751","90,501","385,933","170,974","214,959","71,031","82,652","82,652",0,"15,205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Council Offices - West North West Homes Leeds - Silver Royd Business Park,0,0,0,0,"34,984",0,"34,984","6,479","23,727","29,377","-5,649","4,401","138,976","106,076","32,900","25,608","8,399","8,399",0,"1,554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Day Centre - Bramley Lawn,0,0,0,0,0,0,0,0,0,0,0,0,"16,407","16,382",24.46,"3,020",-91.22,-91.22,0,-16.87323733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Day Centre - Farfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,979","1,979",0,365.06344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Day Centre - Grove Villa,"193,037","113,562","79,475","35,706","78,843","62,143","16,700","14,588","-39,811","-34,821","-4,990","-7,368","-15,198","-15,198",0,"-2,797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Day Centre - Holbeck,"70,875","43,292","27,583","13,110","67,543","39,782","27,761","12,500","-127,920","22,147","-150,067","-23,516","-7,279","-7,279",0,"-1,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Day Centre - Horsforth Calverlands,0,0,0,0,0,0,0,0,0,0,0,0,"13,235",0,"13,235","2,448","95,354","62,513","32,841","17,621","11,461","11,461",0,"2,114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Day Centre - Queenswood Drive,"91,742","58,322","33,420","16,970","72,301","46,600","25,701","13,380","77,840","48,138","29,702","14,382","85,123","48,583","36,540","15,700","-36,655","-36,655",0,"-6,780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Depot - Building Agency - Ireland Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Depot - City Engineer Urban Traffic Control Store - Tong Road Depot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Depot - Housing Leeds - Limewood Road,"106,415","51,266","55,149","19,684","90,094","38,802","51,292","16,677","135,209","72,612","62,596","24,969","135,323","84,257","51,066","24,952","126,313","72,153","54,161","23,336","28,808","28,808",0,"5,314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Depot - Museum Resources Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Depot - Roseville Enterprises - Enfield Avenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Depot - Unit 5 Penraevon Industrial Estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Early Years Centre - Blenheim Lodge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Early Years Centre - Frankland Place Family Nursery Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Early Years Centre - Hawksworth Wood Day Nursery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Early Years Centre - Nesfield Family Centre,"146,206","89,544","56,662","27,044","151,253","100,532","50,721","27,989","149,454","98,758","50,696","27,621","161,247","105,270","55,976","29,728","120,548","98,741","21,807","22,287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Early Years Centre - Oakdale,"113,491","66,369","47,122","20,992","-1,370","28,960","-30,330",-260.6029034,"-6,883","-6,883",0,"-1,275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Early Years Centre - Queen Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Early Years Centre - Victoria Primary School,"9,452","5,084","4,368","1,748","10,243","5,859","4,384","1,896","11,847","6,662","5,185","2,188","12,918","8,040","4,878","2,382","11,366","7,604","3,762","2,100","5,558","6,819","-1,261","1,026","3,428","3,428",0,630.7999717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - 14 Eltham Drive ,"8,030","3,750","4,280","1,485","4,960","1,601","3,359",918.2110575,"8,428","5,014","3,414","1,557","-6,029","-6,029",0,"-1,110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Baileys House,"334,385","282,643","51,742","61,851","-9,491","161,632","-171,123","-1,797","31,445","31,445",0,"5,824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Cottingley Court,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Healey Croft Adult,"391,467","246,206","145,261","72,410","407,024","266,850","140,174","75,321","-259,208","251,206","-510,414","-47,411","-65,782","-65,782",0,"-12,107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Joseph Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Landlords Supply - Richmond Court Homeless Family Unit,"447,876","281,554","166,322","82,844","159,811","178,339","-18,528","29,556","-7,656","-7,655",-0.76,"-1,418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Mawcroft Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Ridgeside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - Spen Croft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Hostel - St Michaels Lane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Dry - Farsley Sports Hall and Recreation Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Dry - Richmond Hill Leisure Centre,"161,134","99,870","61,264","29,805","62,010","39,970","22,040","11,475","161,169","117,475","43,694","29,799","140,467","86,494","53,973","25,902","96,942","54,865","42,078","17,910","130,678","84,492","46,186","24,083","71,526","47,732","23,794","13,164","31,871","31,871",0,"5,869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Wet - Armley Sports and Leisure Centre ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Wet - Bramley Baths,"879,904","653,783","226,121","162,756","886,759","626,640","260,119","164,086","472,618","472,618",0,"87,534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Wet - East Leeds Sports Centre,"1,366,225","995,281","370,944","252,711","1,015,694","1,018,117","-2,423","187,872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Wet - Holt Park Leisure Centre,"2,416,433","1,591,588","824,845","446,968","2,450,589","1,616,211","834,378","453,486","2,746,554","1,857,429","889,125","507,649","-850,410","-811,034","-39,377","-156,546",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Wet - Leeds International Pool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Leisure Centre - Wet - South Leeds Sports Centre,"832,657","665,682","166,975","154,017",744.85,"228,287","-227,542",83.1647885,48.99,48.99,0,9.0734379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Library - Burley,"116,097","37,369","78,728","21,474","149,141","81,445","67,696","27,603","169,115","102,898","66,217","31,244","150,934","88,659","62,274","27,836","124,427","65,050","59,377","22,985","101,946","51,736","50,210","18,781","5,031","5,031",0,925.6953521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Library - Guiseley,"69,478","38,730","30,748","12,851","59,089","28,222","30,867","10,937","76,917","42,990","33,926","14,206","66,196","36,913","29,283","12,210","57,665","29,416","28,249","10,652","51,194","24,077","27,116","9,430","52,794","29,172","23,623","9,718","54,986","24,058","30,928","10,120","62,979","33,501","29,478","11,572","22,509","22,509",0,"4,131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Library - Holbeck,"30,093","16,542","13,551","5,566","20,960","10,020","10,940","3,880","-21,146","-21,146",0,"-3,916",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Library - Oulton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Library - Rawdon,"75,173","45,039","30,134","13,905","59,863","31,424","28,439","11,080","61,098","34,945","26,153","11,285","26,689","26,689",0,"4,912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Library - Swinnow,"28,037","11,725","16,312","5,186","7,305","11,839","-4,534","1,350",4.9,"4,119","-4,114",5.7214706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Library - West Yorkshire Archives Service - Sheepscar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Little Owls Nursery - Chapeltown Childrens Centre,"123,198","57,349","65,849","22,788","162,297","106,424","55,873","30,033","22,855","22,855",0,"4,233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - Little Owls Nursery - Seacroft Childrens Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - One Stop Centre - Garforth Area Office,"32,453","13,372","19,081","6,003","40,989","24,771","16,218","7,586","-70,573","-70,573",0,"-13,071",-25.96,-25.96,0,-4.7776784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - One Stop Centre - Halton Moor,"183,739","114,177","69,562","33,986","215,402","147,329","68,073","39,859","227,675","172,372","55,302","42,103","123,354","98,793","24,562","22,725","123,271","87,211","36,060","22,783","21,839","21,839",0,"4,028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - One Stop Centre - North Seacroft - Irford House,"279,930","235,565","44,365","51,779","91,153","46,662","44,491","16,871","127,898","76,921","50,977","23,628","126,920","80,738","46,182","23,401","9,963","9,963",0,"1,843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHIVE - One Stop Centre - Otley,"207,672","119,039","88,633","38,413","159,516","87,152","72,364","29,523","12,568","88,493","-75,926","2,416",0,0,0,0,2.64,2.64,0,0.488328728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
